NC_000913.3	1	1403	-	chromosomal replication initiator protein DnaA	NP_418157.1	202	FF8AD8	DnaA
NC_000913.3	298919	302947	+	RNA polymerase subunit beta	NP_418414.1	36	f3f3f3	-1
NC_000913.3	303024	307247	+	RNA polymerase subunit beta'	NP_418415.1	36	f3f3f3	-1
NC_000913.3	307460	307999	+	conserved protein YjaZ	NP_418416.1	-1	f3f3f3	-1
NC_000913.3	308409	309538	-	2-iminoacetate synthase	NP_418417.1	1080	f3f3f3	-1
NC_000913.3	309539	310309	-	1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase	NP_418418.2	756	f3f3f3	-1
NC_000913.3	310311	310494	-	sulfur carrier protein ThiS	YP_026279.1	-1	f3f3f3	-1
NC_000913.3	310495	311242	-	ThiS adenylyltransferase	NP_418420.4	379	f3f3f3	-1
NC_000913.3	311243	311878	-	thiamine phosphate synthase	NP_418421.1	686	f3f3f3	-1
NC_000913.3	311878	313773	-	phosphomethylpyrimidine synthase	NP_418422.1	718	f3f3f3	-1
NC_000913.3	314006	314482	-	regulator of sigma D	NP_418423.1	-1	f3f3f3	-1
NC_000913.3	314577	315350	+	NADH pyrophosphatase	YP_026280.1	-1	f3f3f3	-1
NC_000913.3	315390	316454	+	uroporphyrinogen decarboxylase	NP_418425.1	476	f3f3f3	-1
NC_000913.3	316464	317135	+	endonuclease V	NP_418426.2	-1	f3f3f3	-1
NC_000913.3	317178	317768	+	conserved protein YjaG	NP_418427.1	-1	f3f3f3	-1
NC_000913.3	317955	318227	+	DNA-binding protein HU-alpha	NP_418428.1	14	f3f3f3	-1
NC_000913.3	318240	318935	+	DUF1481 domain-containing protein YjaH	NP_418429.1	-1	f3f3f3	-1
NC_000913.3	318937	319362	-	zinc responsive, periplasmic protein with chaperone activity	NP_418430.2	-1	f3f3f3	-1
NC_000913.3	319600	320993	+	sensory histidine kinase ZraS	NP_418431.1	49	f3f3f3	-1
NC_000913.3	320994	322315	+	DNA-binding transcriptional activator ZraR	NP_418432.1	1167	f3f3f3	-1
NC_000913.3	322316	323605	-	phosphoribosylamine--glycine ligase	NP_418433.1	560	f3f3f3	-1
NC_000913.3	323617	325206	-	bifunctional AICAR transformylase/IMP cyclohydrolase	NP_418434.1	555	f3f3f3	-1
NC_000913.3	330908	331291	+	stress response protein	NP_418435.1	-1	f3f3f3	-1
NC_000913.3	331354	331797	-	putative N-acetyltransferase YjaB	NP_418436.1	1188	f3f3f3	-1
NC_000913.3	331954	332883	+	homoserine O-succinyltransferase	NP_418437.1	-1	f3f3f3	-1
NC_000913.3	333152	334753	+	malate synthase A	NP_418438.1	1230	f3f3f3	-1
NC_000913.3	334783	336087	+	isocitrate lyase	NP_418439.1	1047	f3f3f3	-1
NC_000913.3	336270	337974	+	isocitrate dehydrogenase kinase/phosphatase	NP_418440.1	-1	f3f3f3	-1
NC_000913.3	337975	340161	-	regulator of acetyl CoA synthetase	NP_418441.1	-1	f3f3f3	-1
NC_000913.3	340478	341302	-	DNA-binding transcriptional repressor IclR	NP_418442.2	61	f3f3f3	-1
NC_000913.3	341502	345185	+	cobalamin-dependent methionine synthase	NP_418443.1	1032	f3f3f3	-1
NC_000913.3	345405	347036	+	putative inorganic phosphate export protein	NP_418444.1	-1	f3f3f3	-1
NC_000913.3	347127	347816	-	peptidase E	NP_418445.1	-1	f3f3f3	-1
NC_000913.3	348028	348900	+	23S rRNA pseudouridine(2604) and tRNA(Tyr) pseudouridine(35) synthase	NP_418446.1	-1	f3f3f3	-1
NC_000913.3	349033	349305	-	conserved protein YjbD	NP_418447.1	-1	f3f3f3	-1
NC_000913.3	349558	350907	-	aspartate kinase III	NP_418448.1	129	f3f3f3	-1
NC_000913.3	351432	353081	+	glucose-6-phosphate isomerase	NP_418449.1	1108	f3f3f3	-1
NC_000913.3	353580	353822	+	uncharacterized protein YjbE	NP_418450.1	-1	f3f3f3	-1
NC_000913.3	353936	354570	+	lipoprotein YjbF	NP_418451.4	1072	f3f3f3	-1
NC_000913.3	354571	355308	+	capsule biosynthesis GfcC family protein YjbG	NP_418452.1	1195	f3f3f3	-1
NC_000913.3	355308	357404	+	YjbH family protein	NP_418453.1	1139	f3f3f3	-1
NC_000913.3	357451	357729	-	PF17089 family protein YjbT	YP_001165332.1	-1	f3f3f3	-1
NC_000913.3	357999	358409	+	putative phosphate starvation-inducible protein	NP_418454.1	-1	f3f3f3	-1
NC_000913.3	358453	359928	-	D-xylose:H(+) symporter	NP_418455.1	57	f3f3f3	-1
NC_000913.3	360300	361190	-	maltose ABC transporter membrane subunit MalG	NP_418456.1	1110	f3f3f3	-1
NC_000913.3	361205	362749	-	maltose ABC transporter membrane subunit MalF	NP_418457.1	1125	f3f3f3	-1
NC_000913.3	362903	364093	-	maltose ABC transporter periplasmic binding protein	NP_418458.1	-1	f3f3f3	-1
NC_000913.3	364458	365573	+	maltose ABC transporter ATP binding subunit	NP_418459.1	811	f3f3f3	-1
NC_000913.3	365645	366985	+	maltose outer membrane channel/phage lambda receptor protein	NP_418460.1	1208	f3f3f3	-1
NC_000913.3	367228	368148	+	maltose regulon periplasmic protein	NP_418461.1	-1	f3f3f3	-1
NC_000913.3	368377	369957	+	pentapeptide repeats-containing protein YjbI	gnl|b4038|CDS4844	-1	f3f3f3	-1
NC_000913.3	370180	370677	+	chorismate lyase	NP_418463.4	-1	f3f3f3	-1
NC_000913.3	370690	371562	+	4-hydroxybenzoate octaprenyltransferase	NP_418464.1	536	f3f3f3	-1
NC_000913.3	371717	374140	-	glycerol-3-phosphate 1-O-acyltransferase	NP_418465.4	-1	f3f3f3	-1
NC_000913.3	374311	374679	+	diacylglycerol kinase	NP_418466.1	1101	f3f3f3	-1
NC_000913.3	374789	375397	+	DNA-binding transcriptional repressor LexA	NP_418467.1	1217	f3f3f3	-1
NC_000913.3	375416	376795	+	DNA damage-inducible protein F	NP_418468.3	-1	f3f3f3	-1
NC_000913.3	376911	377120	+	putative stress response protein	NP_418469.1	-1	f3f3f3	-1
NC_000913.3	377162	377677	-	DNA-binding transcriptional repressor Zur	NP_418470.4	-1	f3f3f3	-1
NC_000913.3	377995	378249	+	uncharacterized protein YjbL	NP_418471.1	-1	f3f3f3	-1
NC_000913.3	378273	378980	+	uncharacterized protein YjbM	NP_418472.1	-1	f3f3f3	-1
NC_000913.3	379343	380380	+	tRNA-dihydrouridine synthase A	NP_418473.3	-1	f3f3f3	-1
NC_000913.3	380514	380756	+	phage shock protein G	NP_418474.4	-1	f3f3f3	-1
NC_000913.3	380922	381905	-	putative quinone oxidoreductase 1	NP_418475.1	744	f3f3f3	-1
NC_000913.3	381988	383403	+	replicative DNA helicase	NP_418476.1	123	f3f3f3	-1
NC_000913.3	383456	384535	+	alanine racemase 1	NP_418477.1	639	f3f3f3	-1
NC_000913.3	384788	385981	+	tyrosine aminotransferase	NP_418478.1	1152	f3f3f3	-1
NC_000913.3	386483	386686	-	uncharacterized protein YjbS	YP_001165333.1	-1	f3f3f3	-1
NC_000913.3	387088	387801	+	acid phosphatase/phosphotransferase	NP_418479.1	-1	f3f3f3	-1
NC_000913.3	387912	388328	+	UPF0047 protein YjbQ	NP_418480.1	-1	f3f3f3	-1
NC_000913.3	388332	388688	+	PF04237 family protein YjbR	NP_418481.1	1174	f3f3f3	-1
NC_000913.3	388723	391545	-	excision nuclease subunit A	NP_418482.1	285	f3f3f3	-1
NC_000913.3	391799	392335	+	ssDNA-binding protein	NP_418483.1	296	f3f3f3	-1
NC_000913.3	392434	392715	-	uncharacterized protein YjcB	NP_418484.4	-1	f3f3f3	-1
NC_000913.3	393145	394731	+	c-di-GMP phosphodiesterase PdeC	NP_418485.1	9	f3f3f3	-1
NC_000913.3	394734	395057	-	DNA-binding transcriptional dual regulator SoxS	NP_418486.1	5	f3f3f3	-1
NC_000913.3	395143	395607	+	DNA-binding transcriptional dual regulator SoxR	NP_418487.1	48	f3f3f3	-1
NC_000913.3	396153	397502	+	guanine/hypoxanthine transporter GhxP	NP_418488.1	605	f3f3f3	-1
NC_000913.3	397654	399303	+	putative transporter YjcE	NP_418489.1	-1	f3f3f3	-1
NC_000913.3	399457	400749	-	pentapeptide repeat-containing protein YjcF	NP_418490.1	462	f3f3f3	-1
NC_000913.3	400927	402572	-	acetate/glycolate:cation symporter	NP_418491.1	1224	f3f3f3	-1
NC_000913.3	402573	402887	-	conserved inner membrane protein YjcH	NP_418492.1	-1	f3f3f3	-1
NC_000913.3	403087	405045	-	acetyl-CoA synthetase (AMP-forming)	NP_418493.1	55	f3f3f3	-1
NC_000913.3	405438	406874	+	cytochrome c552 nitrite reductase	NP_418494.1	1161	f3f3f3	-1
NC_000913.3	406919	407481	+	periplasmic nitrite reductase penta-heme c-type cytochrome	NP_418495.2	-1	f3f3f3	-1
NC_000913.3	407482	408149	+	putative menaquinol-cytochrome c reductase 4Fe-4S subunit	NP_418496.1	54	f3f3f3	-1
NC_000913.3	408150	409106	+	putative menaquinol-cytochrome c reductase subunit NrfD	NP_418497.1	-1	f3f3f3	-1
NC_000913.3	409186	410836	+	putative cytochrome c-type biogenesis protein NrfE	NP_418498.1	-1	f3f3f3	-1
NC_000913.3	410837	411216	+	putative formate-dependent nitrite reductase complex subunit NrfF	NP_418499.1	596	f3f3f3	-1
NC_000913.3	411217	411813	+	putative formate-dependent nitrite reductase complex subunit NrfG	NP_418500.1	-1	f3f3f3	-1
NC_000913.3	412155	413468	+	glutamate/aspartate : H(+) symporter GltP	NP_418501.1	98	f3f3f3	-1
NC_000913.3	414110	414799	-	Sel1 repeat-containing protein YjcO	NP_418502.1	-1	f3f3f3	-1
NC_000913.3	414893	417040	-	formate dehydrogenase H	NP_418503.1	22	f3f3f3	-1
NC_000913.3	417238	418700	-	putative multidrug efflux pump outer membrane channel	NP_418504.1	-1	f3f3f3	-1
NC_000913.3	418701	420752	-	putative multidrug efflux pump subunit MdtO	NP_418505.2	-1	f3f3f3	-1
NC_000913.3	420752	421783	-	putative multidrug efflux pump membrane fusion protein	NP_418506.1	27	f3f3f3	-1
NC_000913.3	421802	422077	-	putative lipoprotein YtcA	YP_001165334.1	-1	f3f3f3	-1
NC_000913.3	422286	424271	-	alkyl sulfatase	NP_418507.2	-1	f3f3f3	-1
NC_000913.3	424544	425456	-	D-allose kinase	NP_418508.1	81	f3f3f3	-1
NC_000913.3	425457	426152	-	D-allulose-6-phosphate 3-epimerase	NP_418509.1	-1	f3f3f3	-1
NC_000913.3	426163	427121	-	D-allose ABC transporter membrane subunit	NP_418510.1	33	f3f3f3	-1
NC_000913.3	427122	428654	-	D-allose ABC transporter ATP binding subunit	NP_418511.1	60	f3f3f3	-1
NC_000913.3	428781	429716	-	D-allose ABC transporter periplasmic binding protein	NP_418512.1	4	f3f3f3	-1
NC_000913.3	429775	430665	-	DNA-binding transcriptional repressor AlsR	NP_418513.4	631	f3f3f3	-1
NC_000913.3	431024	431473	+	allose-6-phosphate isomerase/ribose-5-phosphate isomerase B	NP_418514.1	50	f3f3f3	-1
NC_000913.3	431542	431871	+	protein YjdP	YP_026281.1	-1	f3f3f3	-1
NC_000913.3	432018	432776	-	5-phospho-alpha-D-ribosyl 1,2-cyclic phosphate phosphodiesterase	NP_418516.1	748	f3f3f3	-1
NC_000913.3	432778	433198	-	aminoalkylphosphonate N-acetyltransferase	NP_418517.1	-1	f3f3f3	-1
NC_000913.3	433199	433756	-	ribose 1,5-bisphosphate phosphokinase	NP_418518.1	-1	f3f3f3	-1
NC_000913.3	433756	434888	-	RPnTP hydrolase	NP_418519.1	-1	f3f3f3	-1
NC_000913.3	434889	435569	-	methylphosphonate degradation complex subunit PhnL	NP_418520.1	-1	f3f3f3	-1
NC_000913.3	435680	436434	-	carbon-phosphorus lyase subunit PhnK	YP_026282.1	-1	f3f3f3	-1
NC_000913.3	436435	437272	-	carbon-phosphorus lyase core complex subunit PhnJ	NP_418522.1	-1	f3f3f3	-1
NC_000913.3	437273	438337	-	carbon-phosphorus lyase core complex subunit PhnI	NP_418523.1	-1	f3f3f3	-1
NC_000913.3	438337	438917	-	carbon-phosphorus lyase core complex subunit PhnH	NP_418524.1	-1	f3f3f3	-1
NC_000913.3	438918	439370	-	carbon-phosphorus lyase core complex subunit PhnG	NP_418525.1	-1	f3f3f3	-1
NC_000913.3	439371	440096	-	putative transcriptional regulator PhnF	NP_418526.1	7	f3f3f3	-1
NC_000913.3	440117	440955	-	phosphonate ABC transporter membrane subunit	gnl|b4583|CDS4935	-1	f3f3f3	-1
NC_000913.3	441010	442026	-	phosphonate ABC transporter periplasmic binding protein	NP_418529.1	-1	f3f3f3	-1
NC_000913.3	442051	442839	-	phosphonate ABC transporter ATP binding subunit	NP_418530.1	-1	f3f3f3	-1
NC_000913.3	442972	443415	-	conserved protein YjdN	NP_418531.1	-1	f3f3f3	-1
NC_000913.3	444073	444408	-	conserved protein YjdM	NP_418532.1	-1	f3f3f3	-1
NC_000913.3	444809	447033	+	clamp-binding sister replication fork colocalization protein	NP_418533.1	-1	f3f3f3	-1
NC_000913.3	447034	447912	+	uncharacterized protein YjcZ	NP_418534.4	-1	f3f3f3	-1
NC_000913.3	448176	449678	+	osmolyte:H(+) symporter ProP	NP_418535.1	39	f3f3f3	-1
NC_000913.3	449790	449854	+	putative bitopic inner membrane protein	YP_004831120.1	-1	f3f3f3	-1
NC_000913.3	449855	450946	-	sensory histidine kinase BasS	NP_418536.1	29	f3f3f3	-1
NC_000913.3	450956	451620	-	DNA-binding transcriptional dual regulator BasR	NP_418537.1	74	f3f3f3	-1
NC_000913.3	451621	453264	-	phosphoethanolamine transferase EptA	NP_418538.2	421	f3f3f3	-1
NC_000913.3	453368	454705	-	arginine:agmatine antiporter	NP_418539.1	59	f3f3f3	-1
NC_000913.3	454842	455603	-	DNA-binding transcriptional activator AdiY	NP_418540.1	5	f3f3f3	-1
NC_000913.3	455928	458195	-	arginine decarboxylase, degradative	NP_418541.2	413	f3f3f3	-1
NC_000913.3	458394	459302	-	DNA-binding transcriptional dual regulator MelR	NP_418542.1	5	f3f3f3	-1
NC_000913.3	459585	460940	+	alpha-galactosidase	NP_418543.1	814	f3f3f3	-1
NC_000913.3	461043	462464	+	melibiose:H(+)/Na(+)/Li(+) symporter	NP_418544.2	138	f3f3f3	-1
NC_000913.3	462603	463232	-	conserved inner membrane protein YjdF	NP_418545.1	-1	f3f3f3	-1
NC_000913.3	463354	465000	-	fumarase B	NP_418546.1	845	f3f3f3	-1
NC_000913.3	465078	466418	-	anaerobic C4-dicarboxylate transporter DcuB	NP_418547.1	1211	f3f3f3	-1
NC_000913.3	466989	467704	-	DNA-binding transcriptional activator DcuR	NP_418548.1	1046	f3f3f3	-1
NC_000913.3	467705	469336	-	sensory histidine kinase DcuS	NP_418549.1	1176	f3f3f3	-1
NC_000913.3	469517	469747	+	PF06902 family protein YjdI	NP_418550.1	-1	f3f3f3	-1
NC_000913.3	469759	470031	+	putative N-acetyltransferase YjdJ	NP_418551.1	-1	f3f3f3	-1
NC_000913.3	470258	470554	+	antitoxin of the GhoTS toxin-antitoxin system	NP_418552.1	-1	f3f3f3	-1
NC_000913.3	470582	470755	+	toxin of the GhoTS toxin-antitoxin system	YP_588474.1	1038	f3f3f3	-1
NC_000913.3	470874	472391	-	lysine--tRNA ligase/Ap4A synthetase/Ap3A synthetase	NP_418553.1	861	f3f3f3	-1
NC_000913.3	472628	474085	-	dipeptide/tripeptide:H(+) symporter DtpC	NP_418554.1	1148	f3f3f3	-1
NC_000913.3	474144	476291	-	lysine decarboxylase 1	NP_418555.1	413	f3f3f3	-1
NC_000913.3	476371	477705	-	lysine:cadaverine antiporter	NP_418556.1	59	f3f3f3	-1
NC_000913.3	478070	479608	-	DNA-binding transcriptional activator CadC	NP_418557.1	-1	f3f3f3	-1
NC_000913.3	480407	480982	-	putative DNA-binding transcriptional regulator YjdC	NP_418558.2	-1	f3f3f3	-1
NC_000913.3	481019	482691	-	protein disulfide oxidoreductase - DsbDreduced	NP_418559.1	779	f3f3f3	-1
NC_000913.3	482692	483030	-	copper binding protein CutA	NP_418560.1	197	f3f3f3	-1
NC_000913.3	483146	484447	-	C4-dicarboxylate transporter DcuA	NP_418561.1	1211	f3f3f3	-1
NC_000913.3	484565	486001	-	aspartate ammonia-lyase	NP_418562.4	124	f3f3f3	-1
NC_000913.3	486338	486814	+	protein FxsA	NP_418564.2	-1	f3f3f3	-1
NC_000913.3	486830	488086	-	L-methionine/branched chain amino acid exporter	NP_418565.1	-1	f3f3f3	-1
NC_000913.3	488362	488655	+	cochaperonin GroES	NP_418566.1	282	f3f3f3	-1
NC_000913.3	488699	490345	+	chaperonin GroEL	NP_418567.1	153	f3f3f3	-1
NC_000913.3	490483	490836	+	DUF4156 domain-containing lipoprotein YjeI	NP_418568.2	-1	f3f3f3	-1
NC_000913.3	491039	491908	-	protein YjeJ	NP_418569.1	-1	f3f3f3	-1
NC_000913.3	492303	493331	-	lysine 2,3-aminomutase	NP_418570.1	-1	f3f3f3	-1
NC_000913.3	493373	493939	+	protein chain elongation factor EF-P	NP_418571.1	113	f3f3f3	-1
NC_000913.3	493991	494116	+	entericidin A lipoprotein, antidote to entericidin B	YP_026283.1	1098	f3f3f3	-1
NC_000913.3	494227	494373	+	bacteriolytic entericidin B lipoprotein	YP_026284.1	1098	f3f3f3	-1
NC_000913.3	494549	494862	+	guanidinium exporter	NP_418572.4	-1	f3f3f3	-1
NC_000913.3	494863	495396	-	outer membrane lipoprotein Blc	NP_418573.1	-1	f3f3f3	-1
NC_000913.3	495485	496618	-	beta-lactamase	NP_418574.1	824	f3f3f3	-1
NC_000913.3	496681	497040	-	fumarate reductase membrane protein FrdD	NP_418575.1	-1	f3f3f3	-1
NC_000913.3	497051	497446	-	fumarate reductase membrane protein FrdC	NP_418576.1	-1	f3f3f3	-1
NC_000913.3	497457	498183	-	fumarate reductase iron-sulfur protein	NP_418577.1	-1	f3f3f3	-1
NC_000913.3	498184	499992	-	fumarate reductase flavoprotein subunit	NP_418578.1	-1	f3f3f3	-1
NC_000913.3	500317	501294	+	EF-P-lysine lysyltransferase	NP_418579.2	-1	f3f3f3	-1
NC_000913.3	501513	503015	+	putative transporter YjeM	NP_418580.2	806	f3f3f3	-1
NC_000913.3	503067	503377	+	protein YjeN	NP_418581.1	-1	f3f3f3	-1
NC_000913.3	503378	503692	+	conserved inner membrane protein YjeO	NP_418582.1	-1	f3f3f3	-1
NC_000913.3	503721	507044	-	miniconductance mechanosensitive channel MscM	NP_418583.1	821	f3f3f3	-1
NC_000913.3	507066	508034	-	phosphatidylserine decarboxylase proenzyme	NP_418584.1	-1	f3f3f3	-1
NC_000913.3	508131	509183	-	ribosome small subunit-dependent GTPase A	NP_418585.4	-1	f3f3f3	-1
NC_000913.3	509278	509823	+	oligoribonuclease	NP_418586.4	-1	f3f3f3	-1
NC_000913.3	510566	510601	+	uncharacterized protein YjeV	YP_002791261.1	-1	f3f3f3	-1
NC_000913.3	510602	511739	-	epoxyqueuosine reductase	NP_418587.1	-1	f3f3f3	-1
NC_000913.3	511740	513258	+	NAD(P)HX epimerase/NAD(P)HX dehydratase	NP_418588.1	777	f3f3f3	-1
NC_000913.3	513259	513720	+	N(6)-L-threonylcarbamoyladenine synthase, TsaE subunit	NP_418589.1	452	f3f3f3	-1
NC_000913.3	513739	515076	+	N-acetylmuramoyl-L-alanine amidase B	NP_418590.1	635	f3f3f3	-1
NC_000913.3	515086	516925	+	DNA mismatch repair protein MutL	NP_418591.1	300	f3f3f3	-1
NC_000913.3	516926	517876	+	tRNA dimethylallyltransferase	NP_418592.1	200	f3f3f3	-1
NC_000913.3	517962	518270	+	RNA-binding protein Hfq	NP_418593.1	-1	f3f3f3	-1
NC_000913.3	518346	519626	+	ribosome rescue factor HflX	NP_418594.1	-1	f3f3f3	-1
NC_000913.3	519712	520971	+	regulator of FtsH protease	NP_418595.1	171	f3f3f3	-1
NC_000913.3	520974	521978	+	regulator of FtsH protease	NP_418596.1	301	f3f3f3	-1
NC_000913.3	522060	522257	+	DUF2065 domain-containing protein YjeT	NP_418597.1	-1	f3f3f3	-1
NC_000913.3	522361	523659	+	adenylosuccinate synthetase	NP_418598.1	582	f3f3f3	-1
NC_000913.3	523864	524289	+	DNA-binding transcriptional repressor NsrR	NP_418599.1	1100	f3f3f3	-1
NC_000913.3	524328	526769	+	RNase R	NP_418600.4	1216	f3f3f3	-1
NC_000913.3	526949	527680	+	23S rRNA 2'-O-ribose G2251 methyltransferase	NP_418601.1	353	f3f3f3	-1
NC_000913.3	527807	528208	+	conserved protein YjfI	NP_418602.1	-1	f3f3f3	-1
NC_000913.3	528227	528925	+	putative transcriptional regulator effector protein	NP_418603.1	-1	f3f3f3	-1
NC_000913.3	528976	529635	+	conserved protein YjfK	NP_418604.1	-1	f3f3f3	-1
NC_000913.3	529653	530051	+	conserved inner membrane protein YjfL	NP_418605.1	-1	f3f3f3	-1
NC_000913.3	530061	530699	+	DUF1190 domain-containing protein YjfM	NP_418606.1	1182	f3f3f3	-1
NC_000913.3	530702	531865	+	putative acid--amine ligase YjfC	NP_418607.1	827	f3f3f3	-1
NC_000913.3	531949	533574	+	putative acyl-CoA dehydrogenase AidB	NP_418608.6	798	f3f3f3	-1
NC_000913.3	533691	533966	-	protease activator	NP_418609.4	137	f3f3f3	-1
NC_000913.3	534115	534444	-	DUF1471 domain-containing putative lipoprotein BsmA	NP_418610.4	-1	f3f3f3	-1
NC_000913.3	534626	535371	+	carboxylesterase	NP_418611.1	-1	f3f3f3	-1
NC_000913.3	535372	536127	-	DNA-binding transcriptional repressor UlaR	NP_418612.1	41	f3f3f3	-1
NC_000913.3	536235	537299	-	L-ascorbate-6-phosphate lactonase	NP_418613.2	-1	f3f3f3	-1
NC_000913.3	537654	539051	+	L-ascorbate specific PTS enzyme IIC component	NP_418614.4	-1	f3f3f3	-1
NC_000913.3	539067	539372	+	L-ascorbate specific PTS enzyme IIB component	NP_418615.1	794	f3f3f3	-1
NC_000913.3	539382	539846	+	L-ascorbate specific PTS enzyme IIA component	NP_418616.1	32	f3f3f3	-1
NC_000913.3	539860	540510	+	3-keto-L-gulonate-6-phosphate decarboxylase UlaD	NP_418617.1	1076	f3f3f3	-1
NC_000913.3	540520	541374	+	L-ribulose-5-phosphate 3-epimerase UlaE	NP_418618.1	1198	f3f3f3	-1
NC_000913.3	541374	542060	+	L-ribulose-5-phosphate 4-epimerase UlaF	NP_418619.1	808	f3f3f3	-1
NC_000913.3	542190	542465	-	DUF1471 domain-containing protein YjfY	NP_418620.1	-1	f3f3f3	-1
NC_000913.3	542792	543187	+	30S ribosomal subunit protein S6	NP_418621.5	181	f3f3f3	-1
NC_000913.3	543194	543508	+	primosomal replication protein N	NP_418622.1	-1	f3f3f3	-1
NC_000913.3	543513	543740	+	30S ribosomal subunit protein S18	NP_418623.1	310	f3f3f3	-1
NC_000913.3	543782	544231	+	50S ribosomal subunit protein L9	NP_418624.1	245	f3f3f3	-1
NC_000913.3	544302	545096	-	protein YjfZ	NP_418625.1	1036	f3f3f3	-1
NC_000913.3	545368	545752	+	putative transcriptional regulator YtfA	gnl|b4205|CDS5067	-1	f3f3f3	-1
NC_000913.3	545753	546391	-	cell division protein YtfB	NP_418627.4	-1	f3f3f3	-1
NC_000913.3	546609	547229	+	FKBP-type peptidyl-prolyl cis-trans isomerase FklB	NP_418628.4	1160	f3f3f3	-1
NC_000913.3	547538	548950	+	serine/alanine/glycine/cycloserine:H(+)symporter	NP_418629.1	40	f3f3f3	-1
NC_000913.3	548995	549657	-	iron-sulfur cluster repair protein YtfE	NP_418630.1	-1	f3f3f3	-1
NC_000913.3	549765	550730	-	inner membrane protein YtfF	NP_418631.2	-1	f3f3f3	-1
NC_000913.3	550838	551698	-	NAD(P)H:quinone oxidoreductase	NP_418632.1	-1	f3f3f3	-1
NC_000913.3	551787	552167	+	putative transcriptional regulator YtfH	NP_418633.4	-1	f3f3f3	-1
NC_000913.3	552296	554239	-	2'3' cyclic nucleotide phosphodiesterase/3' nucleotidase	NP_418634.1	-1	f3f3f3	-1
NC_000913.3	554429	555169	+	3'(2'),5'-bisphosphate nucleotidase	NP_418635.1	8	f3f3f3	-1
NC_000913.3	555381	556319	+	protein YtfI	YP_026285.1	-1	f3f3f3	-1
NC_000913.3	556382	556936	-	protein YtfJ	NP_418637.1	-1	f3f3f3	-1
NC_000913.3	557261	557467	+	DUF1107 domain-containing protein YtfK	NP_418638.2	-1	f3f3f3	-1
NC_000913.3	557546	558889	-	putative inner membrane protein	NP_418639.1	-1	f3f3f3	-1
NC_000913.3	559212	559850	-	methionine sulfoxide reductase A	NP_418640.1	1179	f3f3f3	-1
NC_000913.3	560056	561785	+	translocation and assembly module subunit TamA	NP_418641.1	1120	f3f3f3	-1
NC_000913.3	561786	565565	+	translocation and assembly module subunit TamB	NP_418642.1	-1	f3f3f3	-1
NC_000913.3	565568	565649	+	gamma-glutamylamine cyclotransferase family protein YtfP	NP_418643.1	-1	f3f3f3	-1
NC_000913.3	565650	565919	-	putative YjfA	YP_009518829.1|gnl|REF_b4223|CDS5091	-1	f3f3f3	-1
NC_000913.3	566121	566365	+	ChpS antitoxin of the ChpB-ChpS toxin-antitoxin system	NP_418645.2	1204	f3f3f3	-1
NC_000913.3	566366	566716	+	endoribonuclease toxin ChpB	NP_418646.1	1150	f3f3f3	-1
NC_000913.3	566796	567326	-	inorganic pyrophosphatase	NP_418647.1	570	f3f3f3	-1
NC_000913.3	567636	568592	+	galactofuranose ABC transporter periplasmic binding protein	NP_418648.1	4	f3f3f3	-1
NC_000913.3	568732	570234	+	galactofuranose ABC transporter putative ATP binding subunit	YP_026286.1	60	f3f3f3	-1
NC_000913.3	570245	571256	+	galactofuranose ABC transporter putative membrane subunit YtfT	NP_418651.3	33	f3f3f3	-1
NC_000913.3	571257	572252	+	galactofuranose ABC transporter putative membrane subunit YjtF	NP_418652.2	33	f3f3f3	-1
